,raw,processed,label,Predict
1046,@elmyown Padahal ppkm ya karena dia jalan2 mulu yahh hadeugh,padahal ppkm iya karena dia jalan terus ya hadeugh,0,0
2029,"@SabdoPa27295009 @KakekHalal 👳‍♂️pagi
👩pagi pak
👳‍♂️kt semua hrs kerjasama
     hrs kolaborasi dlm ppkm ini
     km tau kan arti kolaborasi ?
👩ia tau pak
     artinya minta sumbangan 😀👎🏿",pagi pagi pak kita semua harus kerjasama harus kolaborasi dalam ppkm ini kamu tahu kan arti kolaborasi ia tahu pak artinya meminta sumbangan,2,2
3538,"Judul : PPKM LEVEL 4
Harus banyak bersabar dan menyadari rasanya bersyukur,
ketika banyak yang mengeluh kesusahan, tapi banyak yang gk bersyukur dan sadar udah dikasih kemudahan banyak banget sebelum pandemi ini ada huftttt .....",judul ppkm level harus banyak bersabar dan menyadari rasanya bersyukur ketika banyak yang mengeluh kesusahan tapi banyak yang gak bersyukur dan sadar sudah dikasih kemudahan banyak banget sebelum pandemi ini ada mengeluh,2,2
743,"Merasa bersalah aja gabisa jaga kesehatan , waktuku jadi lebih banyak istirahat daripada nemenin chatting/call , ppkm ini pekerjaanku jadi extra melelahkan yg biasanya stay ditoko jadi mondar mandir sana sini . At least aku masih bekerja dan aku harus mensyukuri itu",merasa bersalah saja tidak bisa jaga kesehatan waktuku jadi lebih banyak istirahat daripada nemenin chatting call ppkm ini pekerjaanku jadi extra melelahkan yang biasanya tinggal ditoko jadi mondar mandir sana sini at least saya masih bekerja dan saya harus mensyukuri itu,0,0
222,"Menyalahkan yg salah juga herus, agar tak terus berbuat salah. Kalau kita mau jujur PPKM Darurat inipun salah. Ngapain cafe, resto, mall masih ada yg buka. Bandara, transportasi publik masih operasional. Kantor masih kerja sebagian. Harusnya total semua di rumah, gak keluar dulu. https://t.co/b8Z4ER0UA8",menyalahkan yang salah juga herus agar tidak terus berbuat salah kalau kita mau jujur ppkm darurat inipun salah sedang apa cafe resto mall masih ada yang buka bandara transportasi publik masih operasional kantor masih kerja sebagian harusnya total semua di rumah enggak keluar dulu,0,0
5397,"Bima Arya Sugiarto Dukung Perpanjangan PPKM Level 4
https://t.co/yul8Nl6icC Bersama Rakyat",bima arya sugiarto dukung perpanjangan ppkm level bersama rakyat,2,2
6008,@geloraco @situmang123 Ppkm berlaku bt rakyat yg cari nafkah klu petugas satpol pp nikahan boleh bikin pesta undang 250 org Hrs Nya ppkm aturan tegas berlaku jg bt anggota aparat,ppkm berlaku buat rakyat yang cari nafkah kalau petugas satpol pulang pergi nikahan boleh buat pesta undang orang harus nya ppkm aturan tegas berlaku juga buat anggota aparat,0,0
9185,@inidewww @kittendumbbb ap ppkm versi mu mnieez,apa ppkm versi mu mnieez,1,1
4403,"@Andiarief__ Partaimya Penghasil Koruptor &amp; Mangkrak (PPKM), 
dan
Pendukung Partainya Kondomis &amp; Menyabu (PPKM)

😂😂😂😂",partaimya penghasil koruptor amp mangkrak ppkm dan pendukung partainya kondomis amp menyabu ppkm,0,0
5206,lagi ppkm begini msh ada aja event?,lagi ppkm begini masih ada saja event,0,0
3279,"ini gimana, ppkm sampe kapan?????? aku dah pusing overthinking trs lo ini....",ini bagaimana ppkm sampai kapan saya sudah pusing overthinking terus kamu ini,0,0
7272,@geloraco @PutraWadapi Hore... Angka kematian covid sudah Nol... Indonesia sudah bebas covid.... Tapi kok PPKM.. di perpanjang terus.. kayak nyicil kredit..,hore angka kematian covid sudah nol indonesia sudah bebas covid tapi kok ppkm di perpanjang terus seperti mencicil kredit,0,0
4617,"@CNNIndonesia Ngeluarin keputusan PPKM harusnya didukung anggaran untuk efeknya,  bukan diperkuat para arogan2 dilapangan, akhirnya kepercayaan rakyat akan menjadi lemah",mengeluarkan keputusan ppkm harusnya didukung anggaran untuk efeknya bukan diperkuat para arogan dilapangan akhirnya kepercayaan rakyat akan menjadi lemah,0,0
8159,@TimpalBali Ppkm selesai dah itu aja,ppkm selesai sudah itu saja,1,1
8205,PPKM sih PPKM cuma nertibin pedagang dan pengusaha doang tp orang-orang di perumahan tetep pada kumpul-kumpul,ppkm sih ppkm cuma nertibin pedagang dan pengusaha doang tapi orang orang di perumahan tetap pada kumpul kumpul,0,0
353, tabelakar Bukannya ppkm dilarang jalan2 y?,tabelakar bukannya ppkm dilarang jalan,1,0
1147,"Minta maafnya karena pelaksaan PPKM belom optimal. Bukan karena gag...... 

((Tibatiba gue kontraksi)) https://t.co/KuRD1ZuCVZ",meminta maafnya karena pelaksaan ppkm belum optimal bukan karena tidak tibatiba aku kontraksi,0,0
8642,hari pertama ppkm,hari pertama ppkm,1,1
6291,@kelindez ppkm gabisa kemana mana huee,ppkm tidak bisa kemana mana huee,0,0
5165,@Daeng_Info Kira2 Ppkm makassar lanjut tidak daeng??,kira ppkm maka ar lanjut tidak daeng,1,1
239,"Ppkm apa enggak ya sama aja, diri ini tetap saja berdiam diri dirumah 🥲",ppkm apa tidak iya sama saja diri ini tetap saja berdiam diri dirumah,1,1
8385,"@vularoid @ShamsiAli2 Pemberlakuan PPKM tapi pilih2, buka matamu wahai @vularoid",pemberlakuan ppkm tapi pilih buka matamu wahai,0,1
9078,Lockdown salah ppkm juga salah.. maunya negara ini apa sih sebenernya :\\\\,lockdown salah ppkm juga salah maunya negara ini apa sih sebenarnya,0,0
5269,"Tolong ya pa presiden Berita covid d tv di stop. Panggil semua pemilik stasiun tv,  Berita yg menyejukkan akan jauh lebih baik dan membuat imun kuat. 
Untuk satpol PP jgn bikin gaduh klo pas ada tugas penegakan PPKM",tolong iya apa presiden berita covid tv di stop panggil semua pemilik stasiun tv berita yang menyejukkan akan jauh lebih baik dan membuat imun kuat untuk satpol pulang pergi jangan buat gaduh kalau pas ada tugas penegakan ppkm,0,2
7606,"@sociotalker PPKM dibuat tak menentu, sudah landai bikin keramaian cerdasnya apa coba",ppkm dibuat tidak menentu sudah landai buat keramaian cerdasnya apa coba,0,0
4952,"@awaskucingku @undipmenfess Mjb, ppkm gini buka gak yah ka ?",mjb ppkm begini buka enggak ya kakak,1,1
8272,@pengenkurusbole Kalo ppkm diperpanjang 9bulan lagi mah keknya otw setaun ghin🥲 wkwk setaun aadatan,jika ppkm diperpanjang bulan lagi mah kayaknya menuju setaun ghin wkwk setaun aadatan,1,1
7012,Tempo jg menafsirkan penghapusan data kematian tidak spesifik utk pengambilan keputusan soal PPKM daerah dan tanggal tertentu saja. https://t.co/jWgt9zwVMi,tempo juga menafsirkan penghapusan data kematian tidak spesifik untuk pengambilan keputusan soal ppkm daerah dan tanggal tertentu saja,1,1
1683,"PSI mingkem ttg PPKM, apa beda sama Buzzer? https://t.co/j8gbRmcaNT",psi mingkem tentang ppkm apa beda sama buzzer,0,0
1018,Heloooooo ... PPKM https://t.co/qGoSW5hsQp,halo ppkm,1,1
2884,"@aritj @Dennysiregar7 @jokowi jangan main gampar lah, ditanya dulu kenapa tetep keluar, kalo karena nggak bisa makan ya dikasih makan, kalo karena untuk bayar cicilan rumah ya dibayarin ato banknya diminta jangan nagih dulu selama ppkm.",jangan main gampar lah ditanya dulu kenapa tetap keluar jika karena tidak bisa makan iya dikasih makan jika karena untuk bayar cicilan rumah iya dibayarin atau banknya diminta jangan nagih dulu selama ppkm,0,0
5378,-rek bank BC4 klo ppkm buka sampe jam berapa ya,rek bank baca kalau ppkm buka sampai jam berapa iya,1,1
8328,"@MRidwanEly1 Saya mau lah honor jadi pengawas ppkm kalau kerjanya begitu, di bayar 50.000 perhari gpp",saya mau lah honor jadi pengawas ppkm kalau kerjanya begitu di bayar perhari tidak apa-apa,1,0
1103,Jadi pengen corndog tapi ya ppkm https://t.co/Kr4SSupllN,jadi mau corndog tapi iya ppkm,1,1
6289,@detikcom Wkwk....udh kosong.. trs mau PPKM mulu?? Buat apa coba...lah kmrin bnyk pasien aja pada sehat sehat..malah senam pagi..terus anggaran sgitu besar buat apa aja coba? Buang2 duit.. ditengah sengsaranya rakyat kecil nyri duit.,wkwk udah kosong terus mau ppkm terus buat apa coba lah kemarin banyak pasien saja pada sehat sehat bahkan senam pagi terus anggaran sgitu besar buat apa saja coba buang duit ditengah sengsaranya rakyat kecil nyri duit,0,0
6870,"Boleh minta doa nya, semoga sender segera dpt tempat magang. Magang tgl 10an September sampe sekrng blm dpt2, terhalang ppkm+c0v 1d. Udh mulai panik krn tmn2ku udah dapet [cm]",boleh meminta doa nya semoga sender segera dapat tempat magang magang tanggal an september sampai sekarang belum dapat terhalang ppkm udah mulai panik karena teman ku sudah dapat cuma,0,0
4291,Hikmah dari uang yang masih nyisa banyak akibat dari PPKM https://t.co/p1Z4oULGo9,hikmah dari uang yang masih nyisa banyak akibat dari ppkm,1,2
3126,"hi guys apa kabar kalian semua? semoga semuanya dalam keadaan baik"" saja yahhh. seperti yg sudah kita lakukan saat ini kita semua lagi dalam masa PPKM Darurat Jawa Bali yang sudah dan akan berlangsung dari tgl 3-20 Juli 2021.",hai teman-teman apa kabar kalian semua semoga semuanya dalam keadaan baik saja ya seperti yang sudah kita lakukan saat ini kita semua lagi dalam masa ppkm darurat jawa bali yang sudah dan akan berlangsung dari tanggal juli,2,2
3411,@detikcom Ada info perpanjangan ppkm setelah tanggal 25?,ada informasi perpanjangan ppkm setelah tanggal,1,1
5458,@keuangannews_id Makanya di singkat PPKM ( Pelan Pelan Kami Mati ),makanya di singkat ppkm pelan pelan kami mati,0,0
4731,"@springmxxlight_ @tubirfess itu di kalimat pertama sama kedua dia bahas haters deh, baru di kalimat berikutnya dia permasalahin ppkm.",itu di kalimat pertama sama kedua dia bahas haters deh baru di kalimat berikutnya dia permasalahin ppkm,1,0
2673,"Berhasil tidaknya PPKM Darurat, tergantung dr kita semua dalam  #PatuhiAturanPPKMDarurat ,
PPKM Darurat di terapkan semata2 utk menahan lonjakan kopit. 
Jangan pernah abai. 
Jangan pernah lalai
Sayangi drimu dan keluarga, dgn patuh prokes dn aturan PPKM Darurat https://t.co/MSymKhfhrc",berhasil tidaknya ppkm darurat tergantung dari kita semua dalam ppkm darurat di terapkan semata untuk menahan lonjakan kopit jangan pernah abai jangan pernah lalai sayangi drimu dan keluarga dengan patuh prokes dan aturan ppkm darurat,2,2
4562,"@detikcom Lah, jadi kemarin keputusan PPKM darurat tidak melibatkan ahli epidemi?",lah jadi kemarin keputusan ppkm darurat tidak melibatkan ahli epidemi,0,1
7220,@yeunoiaw mntchch tidak menjaga jarak pdhal lgi ppkm wkwkwk,mntchch tidak menjaga jarak padahal lagi ppkm wkwkwk,0,1
9169,"@zoelfick Salut pade kedua belah pihak 
Pihak petugas PPKM memang saat enih harus keras dan PASPAMPRES entuh memang harus maklum dan sabar",salut pade kedua belah pihak pihak petugas ppkm memang saat enih harus keras dan paspampres entuh memang harus maklum dan sabar,2,2
9241,"Mbak @nety_rusi sudah baca pernyataan ini? Equity Life mengaku bersalah. 

Mari kita dukung gubernur menegakkan aturan PPKM Darurat. https://t.co/FmAwd1wTYc https://t.co/SeruzwjYT3",mbak sudah baca pernyataan ini equity life mengaku bersalah mari kita dukung gubernur menegakkan aturan ppkm darurat,2,2
4238,@mochimoio kayaknya gara gara ppkm,sepertinya gara gara ppkm,0,1
217,"PSBB - PPKM - PPKM darurat

Besok lagi kalo corona nya nglunjak, tambahin ya pak

PPKM Super Darurat - PPKM Super Daruat Banget - PPKM Super Darurat Banget Nget Nget Nget",psbb ppkm ppkm darurat besok lagi jika corona nya nglunjak tambahkan iya pak ppkm super darurat ppkm super daruat banget ppkm super darurat banget banget banget banget,0,0
4629,"Di daerah sini bebas aja ada pawai so called ritual atau apalah yang ngumpul ratusan orang lalu pada jalan rame2 di jalanan.

Katanya ppkm katanya prokes. Entahlah.",di daerah sini bebas saja ada pawai sok called ritual atau apalah yang berkumpul ratusan orang lalu pada jalan ramai di jalanan katanya ppkm katanya prokes entahlah,0,0
7610,@bonngbudi @cehlos Aku sempet jualan tahu tagar uncle cman bertahan 5 bulanan gara gara ppkm berjilid jilid jadi sepi yg beli,saya sempat jualan tahu tagar uncle cuman bertahan bulanan gara gara ppkm berjilid jilid jadi sepi yang beli,0,0
9022,"PPKM, Pernah Peduli Kemudian Muak",ppkm pernah peduli kemudian muak,1,1
1034,PPKM :Pelan Pelan Kita Melar https://t.co/Ow6QzE2rUo,ppkm pelan pelan kita melar,1,1
8148,ppkm sebenernya setaun tapi dicicil biar nga kerasa heheh☺️,ppkm sebenarnya setaun tapi dicicil supaya enggak kerasa heheh,1,1
2737,"PPKM Yuk = Pagi Pagi Kontol Muncrat,
Bantu Pulsa Gratis VCS YUK https://t.co/waZnGDgbAA",ppkm yuk pagi pagi kontol muncrat bantu pulsa gratis vcs yuk,1,1
5050,Aku suka PPKM tapi kalau gak pake PP wkwk,saya suka ppkm tapi kalau enggak pakai pulang pergi wkwk,1,1
2227,Terimakasih pak luhut! Yuk Disiplin PPKM https://t.co/NAypzWeoqb,terimakasih pak luhut yuk disiplin ppkm,2,2
6220,"Bukan sudah cair lagi
Harusnya DPR bekerja cermat dan tepat menyoroti pemerintah.

Bantuan kehidupan rakyat itu harus sampe duluan sebelum ada PPKM, bukan seperti ini. Inilah sudah bbrp kali PPKM bansos cuma begitu saja. Lebih banyak rencana. Padahal besar bantuan gak seberapa. https://t.co/qBb0fXOksG",bukan sudah cair lagi harusnya dewan perwakilan rakyat bekerja cermat dan tepat menyoroti pemerintah bantuan kehidupan rakyat itu harus sampai duluan sebelum ada ppkm bukan seperti ini inilah sudah beberapa kali ppkm bansos cuma begitu saja lebih banyak rencana padahal besar bantuan enggak seberapa,0,0
906,"Gimana PPKM nya? Ekonomi anda masih baik baik saja?
Lalu, infonya PPKM mau di perpanjang 6 minggu lagi.
Kesehatan kami, engkau perhatikan
Tolong ekonomi kami, juga solusi dicarikan.",bagaimana ppkm nya ekonomi anda masih baik baik saja lalu infonya ppkm mau di perpanjang minggu lagi kesehatan kami engkau perhatikan tolong ekonomi kami juga solusi dicarikan,0,1
8992,"Ini bisa nggak sih approvenya nggak mepet2 lagi PPKM takut bank tutup cepet, kalau mepet panik..

Terus bisa nggak sih *** buka penurunan UKT permanen? I mean bapak aku pensiun gajinya turun.. kl tiap semester harus ngajuin ini tuh RIBET CUY

Mana online juga ane ga dapet- https://t.co/xVhGr5nyWy",ini bisa tidak sih approvenya tidak dekat sekali lagi ppkm takut bank tutup cepat kalau dekat sekali panik terus bisa tidak sih buka penurunan uang kuliah tinggal permanen maksud bapak saya pensiun gajinya turun kalo tiap semester harus mengajukan ini itu ribet cuy mana onlen juga ane tidak dapat,0,0
4336,"@PT_Transjakarta @AstrapayID Min, PPKM sampai kapan ya?",min ppkm sampai kapan iya,1,1
6032,"@Saham_fess rd mah mana ada koreksi dalem. reksadana ga kayak saham, selama manajer investasinya jago ya dia bakal pilih saham2 yg berpotensi naik, yg downtrend pasti dikeluarin.
jarvis turun kemaren karna efek ppkm jd hampir semua saham turun semua dan itu wajar.",rd mah mana ada koreksi dalem reksadana tidak seperti saham selama manajer investasinya jago iya dia bakal pilih saham yang berpotensi naik yang downtrend pasti dikeluarin jarvis turun kemarin karena efek ppkm jadi hampir semua saham turun semua dan itu wajar,0,1
6955,Masterchef indonesia sing dimasak ppkm dan kepak sayap https://t.co/SCMZK6Y7Fj,masterchef indonesia sing dimasak ppkm dan kepak sayap,1,1
9040,@UB54254859 Klo gak ppkm kita renang yuk diresinda,kalau enggak ppkm kita renang yuk diresinda,1,1
4411,@_Oceannia Yaampun aq aja gk tau kalo ini weekend 😭saking lamanya ppkm 🤣,yaampun aku saja gak tahu jika ini weekend saking lamanya ppkm,0,0
2688,"@kompascom ni contoh apa perlu ingrris ppkm lockdown,,aya aya wae,,hidup makin menderita,,udah miskin semua di batasi,,mereka negara maju enak enak aja walau entah klo covid mengganas nangis juga",ini contoh apa perlu ingrris ppkm lockdown aya aya wae hidup makin menderita sudah miskin semua di batasi mereka negara maju enak enak saja walau tidak tahu kalau covid mengganas menangis juga,0,0
8117,ppkm diperpanjang lagi anjir?!?!?,ppkm diperpanjang lagi  ,0,1
3018,"@midnightfolks_ Hopeless nget kak , apalagi diBali 😊 
Tingkat Mobilitas yg bener2 sempit. Adanya PPKM semakin sempit. Buka usaha pun juga sapa yg mau beli. 
Mau makan aja bingung gmna caranya 🤣",hopele banget kak apalagi dibali tingkat mobilitas yang benar sempit adanya ppkm semakin sempit buka usaha pun juga sapa yang mau beli mau makan saja bingung gimana caranya,0,0
2534,"@uusbiasaaja Iya, Kita semua korban. tapi tolonglahh, kita perantau modal umr jakarta doang juga bisa mati  kalok kek gini terus, ppkm sehari masuk sehari kagak dengan konsekuensi potong gaji 😭",iya kita semua korban tapi tolonglahh kita perantau modal umr jakarta doang juga bisa mati kalo kayak begini terus ppkm sehari masuk sehari tidak dengan konsekuensi potong gaji,0,0
852,"madura sebelum ada ppkm kasus covid nya dikit pas ada ppkm jd meningkat, aneh https://t.co/aRMvyDcp5e",madura sebelum ada ppkm kasus covid nya dikit pas ada ppkm jadi meningkat aneh,0,0
5197,Hanya ada di Indonesia kaum yg minta lockdown tp takut mati karena PPKM..... goblok tenan kan? 🤣🤣🤣,hanya ada di indonesia kaum yang meminta lockdown tapi takut mati karena ppkm bodoh tenan kan,0,0
7252,@urtaurus ppkm sampe kapan kan ga jelas juga,ppkm sampai kapan kan tidak jelas juga,0,0
6634,ppkm udahan yuuuu plis bangett udah cape di rumah udah mumet di rumah,ppkm udahan yuk plis banget sudah lelah di rumah sudah pusing di rumah,0,0
2982,"*PPKM Ciderai Kepercayaan Rakyat
July 13, 20218 min read*
Rakyat pun bertanya-tanya, bagaimana pelaksanaannya? dalam unggahannya di twitter, Ketua MUI, Cholil Nafis, menjawab bahwa “Masyarakat harus menaati Allah, Rasul-Nya, dan pemerintah” ungkapnya.
https://t.co/l2EoAG64QN
@np",ppkm ciderai kepercayaan rakyat july min read rakyat pun bertanya tanya bagaimana pelaksanaannya dalam unggahannya di twitter ketua mui cholil nafis menjawab bahwa masyarakat harus menaati allah rasul nya dan pemerintah ungkapnya,0,0
7071,@AgusSet09141777 @AzzamIzzulhaq Ati2 kualat ya. Hidup susah malah semakin mlarat loh. Ati2. PPKM pelan pelan kalian melarat,ati kualat iya hidup susah bahkan semakin mlarat loh ati ppkm pelan pelan kalian melarat,0,0
4950,Dandim Batang Serahkan Bantuan Warga Kurang Mampu Terdampak Massa PPKM https://t.co/BPEUbJiZDu,dandim batang serahkan bantuan warga kurang mampu terdampak sama menjadi seseorang ppkm,2,1
4695,@mepteor ppkm cum,ppkm cum,1,1
2328,"@siregar_najeges Sudahlah gak ditanggung makan, cari makan di ppkm, ehhh vaksin pun di suruh beli, klo gak vaksin dihambat gak bisa kemana dan gak bisa ngurus segala sesuatu, kurang gimana lagi menyengsarakan rakyat ? 😡",sudahlah enggak ditanggung makan cari makan di ppkm eh vaksin pun di suruh beli kalau enggak vaksin dihambat enggak bisa kemana dan enggak bisa mengurus segala sesuatu kurang bagaimana lagi menyengsarakan rakyat,0,0
747,@Prambors #DGITM PPKM versi gua = Pagi Pagi Kerumah Mertua,ppkm versi aku pagi pagi kerumah mertua,1,1
5612,Masyarakat Kecamatan Tahuna mendukung Pelaksanaan PPKM https://t.co/90p6uKJWRN,masyarakat kecamatan tahuna mendukung pelaksanaan ppkm,2,2
347,"Hari senin di masa PPKM, Commuterline Tangerang - Duri sepi😊",hari senin di masa ppkm commuterline tangerang duri sepi,1,1
3921,"@ArmelRizwan Iya, masih PPKM 😅",iya masih ppkm,1,1
8046,@mhdarief2208 Dan pada akhirnya yang aku butuhkan adalah uang apalagi ppkm di perpanjangan dah lah uang pokonya😁😂,dan pada akhirnya yang saya butuhkan adalah uang apalagi ppkm di perpanjangan sudah lah uang pokoknya,1,0
3662,"20 Juli , 25 Juli ,2 Agustus atau jgn² smpe 17 Agustus
Cicil udh kaya krediit motor njiiiiRrrr
PPKM
psbb
Level 4",juli juli agustus atau jangan sampai agustus cicil udah kayak krediit motor anjir ppkm psbb level,0,0
2122,"@DraftAnakUnpad Jalannya pasti gelap nder. Resiko ditanggung sendiri. Apalagi lagi PPKM. Sabar aja. Ini juga pengen banget ke ngetrip bareng temen huhu :""",jalannya pasti gelap brother resiko ditanggung sendiri apalagi lagi ppkm sabar saja ini juga mau banget ke ngetrip bareng-bareng teman huhu,1,0
1595,"Level Darurat PPKM
-Level 1 ngga pedes 
-Level 2 setengah pedes 
-Level 3 pedes karetnya2
-Level 4 Full pedesnya ujungnya do sobek
 Masalah sangsi dan aturannya sesuai udelnya aja",level darurat ppkm level tidak pedas level setengah pedas level pedas karetnya level full pedesnya ujungnya di sobek masalah sangsi dan aturannya sesuai udelnya saja,0,0
4376,"Setelah menganggap virus covid19 sama dengan virus flu biasa. 
Kini melakukan LOCKDOWN.

Saran dari Indonesia, gak perlu LOCKDOWN, cukup terapkan PPKM level PEDAS. https://t.co/pVzjn2w4Dj",setelah menganggap virus covid sama dengan virus flu biasa kini melakukan lockdown saran dari indonesia enggak perlu lockdown cukup terapkan ppkm level pedas,0,0
9216,@batteriesfly untung disini ppkm 👍☺️,untung disini ppkm,2,2
8960,"Jika PPKM diperpanjang dan hasilnya sama aja, apakah dilanjutkan dengan babak extra time?",jika ppkm diperpanjang dan hasilnya sama saja apakah dilanjutkan dengan babak extra time,1,1
7299,"Nikah mah nikah aja, tinggal dateng ke KUA beres. Elu yg ribet pake segala harus ngundang orang banyak, yg disalahin ppkm.👎🏻 https://t.co/qZ01oQVLRh",nikah mah nikah saja tinggal datang ke kua beres kamu yang ribet pakai segala harus ngundang orang banyak yang disalahin ppkm,0,0
3615,"@chozorao Yokkk, ppkm",yuk ppkm,1,1
1780,ih ada yg blg ppkm kyk level richeese jd pengen richeese kan,ih ada yang bilang ppkm kayak level richeese jadi mau richeese kan,1,1
763,Serda Sutarman anggota Koramil 01/Karanganyar Melaksanakan giat apel gabungan dalam rangka penyemprotan dan patroli operasi penegakan disiplin protokol kesehatan pada masa PPKM Darurat di wilayah Karanganyar dengan sasaran penyemprotan jln Raya matesih menuju Karangpandan https://t.co/Kg8ER0LLmC,serda sutarman anggota koramil karanganyar melaksanakan giat apel gabungan dalam rangka penyemprotan dan patroli operasi penegakan disiplin protokol kesehatan pada masa ppkm darurat di wilayah karanganyar dengan sasaran penyemprotan jalan raya matesih menuju karangpandan,2,2
9559,"Kalo ppkm diperpanjang ni nasib buku ku yaapa 😭😭😭 
Tokonya blom anter alasannya karna ppkm 😭😭",jika ppkm diperpanjang ini nasib buku ku yaapa tokonya belum antar alasannya karena ppkm,0,0
2239,@nety_rusi @tatakujiyati @aniesbaswedan Jkw ssdh umumkan ppkm darurat jawa-bali malah ke kendari 😂😂😂,jokowi deh umumkan ppkm darurat jawa bali bahkan ke kendari,0,0
7988,sekarang di beberapa kota berlaku peraturan ganjil-genap selama PPKM. kasian yang plat nomotnya genap pas lg tgl 31-1 gak bisa kemana2 2 hari😁,sekarang di beberapa kota berlaku peraturan ganjil genap selama ppkm kasihan yang plat nomotnya genap pas lagi tanggal enggak bisa kemana hari,1,0
5227,"Menilai ""lock down"" Lbh baik ketimbang PPKM. Sayangnya disampaikan oleh org yg wl tdk ngantor, tetap trm Rp 100 jt/bln.nya. https://t.co/nMlQK6qMnU",menilai lock down lebih baik ketimbang ppkm sayangnya disampaikan oleh orang yang wl tidak ngantor tetap terima rp juta bulan nya,0,0
4292,"Ppkm sedikit aneh, adakan dilarang olahraga",ppkm sedikit aneh adakan dilarang olahraga,0,0
6092,Ini sebelum ppkm ya potretnya.. @ Puncak Ratu - Tebul Barat Pegantenan Pamekasan https://t.co/1uVICkDhRG,ini sebelum ppkm iya potretnya puncak ratu tebul barat pegantenan pamekasan,1,1
3509,"Hari ini PPKM darurat Level 4 berakir , keputusan apa yang akan diambil 1. PPKM level 3  atau 2. PPKM di serahkan pada masing masing daerah , PLOGO tak Akan mampu buat keputusan !!!",hari ini ppkm darurat level berakir keputusan apa yang akan diambil ppkm level atau ppkm di serahkan pada masing masing daerah plogo tidak akan mampu buat keputusan,0,0
2473,"PPKM = Proyek Pepo Kok Mangkrak .
@RachlanNashidik @wisanggeni_084 https://t.co/cZ5UXbp3dB",ppkm proyek pepo kok mangkrak,0,0
708,@vroueskyy PPKM:  Perbanyaklah Pergi Ke Masjid 🤗🤗🤗,ppkm perbanyaklah pergi ke masjid,2,1
509,"PPKM = Pagi Pagi Kangen Melulu

yha",ppkm pagi pagi kangen melulu ya,1,1
2755,@cihunnnnnnnnnn ohiya ppkm.. untung aja rumahku deket sama masjid jdi tiap sholat ketemu deh hehehehe,ohiya ppkm untung saja rumahku dekat sama masjid jadi tiap sholat ketemu deh hehehehe,1,1
7224,"penyelenggara mesti ditindak min @DKIJakarta didenda kemudian di Bui,yg kerumunan tertib aja kalian Bui @KejaksaanRI, ngapain Jakarta cape-cape PPKM jika membiarkan kecolongan kek gini !

BISUL https://t.co/lCXP6aKZKG",penyelenggara mesti ditindak min didenda kemudian di bui yang kerumunan tertib saja kalian bui sedang apa jakarta lelah lelah ppkm jika membiarkan kecolongan kayak begini bisul,0,0
6080,@mporatne Walau ppkm terus diperpanjang tapi bantuan juga tetap diberikan yaa,walau ppkm terus diperpanjang tapi bantuan juga tetap diberikan ya,2,2
4038,Memprediksi Dampak Ekonomi PPKM Darurat https://t.co/1w1Kls09yJ,memprediksi dampak ekonomi ppkm darurat,1,1
6631,Duh geli bgt sm covidiottt bisa gak usah jalan2 gak ppkm kaya gini!!!,aduh geli banget sama covidiot bisa enggak perlu jalan enggak ppkm kayak begini,0,0
7095,"Krn PPKM diperpanjang, tetep hrs mengurangi mobilitas di luar rumah walopun skrg adlh hari libur. Nah biar nggak bosen di rumah aja, @deaaderiaa punya ide ttg perawatan wajah+tubuh yg bisa dilakuin di rumah, dan di #APELPAGI juga ada lagu kesukaanmu yg bisa direquest dr sekarang~ https://t.co/40QajZpvug",karena ppkm diperpanjang tetap harus mengurangi mobilitas di luar rumah walopun sekarang adalah hari libur nah supaya tidak bosan di rumah saja punya ide tentang perawatan wajah tubuh yang bisa dilakuin di rumah dan di juga ada lagu kesukaanmu yang bisa direquest dari sekarang,2,1
3272,Ppkm se Indonesia raya gak ada nih? https://t.co/RYyHbMLvMt,ppkm se indonesia raya enggak ada ini,1,1
6550,"PPKM utk lawan covid, negara hadir demi melindungi rakyat dari musibah pandemi dg mempercepat vaksinasi kejar target Herd Immunity... 
#TetapWaspadaCovidMasihAda https://t.co/kD3NEkygRy",ppkm untuk lawan covid negara hadir demi melindungi rakyat dari musibah pandemi dengan mempercepat vaksinasi kejar target herd immunity,2,2
4472,"@BerandaJogja minta info dulur, kalau sim habis saat PPKM perpanjangan dimana ya? sim jogja (sleman) nuwun",meminta informasi dulur kalau sim habis saat ppkm perpanjangan dimana iya sim jogja sleman nuwun,1,1
9640,PPKM diperpanjang tapi cht mu ga akan diperpanjang😏🤣,ppkm diperpanjang tapi cht mu tidak akan diperpanjang,1,1
3746,"@fadlizon 
@msaid_didu 
@MardaniAliSera 
@hnurwahid 

Mana suara kalian.. Kita di serang nih.. Pas PPKM pulak.. 
Jangan munafik lah... Giliran tenaga ahli dari China yg datang.. Anda rame... 🤣🤣🤣 https://t.co/HzLS0ZL7yK",mana suara kalian kita di serang ini pas ppkm pula jangan munafik lah giliran tenaga ahli dari china yang datang anda ramai,0,0
711,"Musim pancaroba,Hawane uadem, garai PPKM (Pengen Peluk Ka Mu). 
Eyaa eyaaa😂😂😂.",musim pancaroba hawane uadem garai ppkm mau peluk kakak mu eyaa eya,1,0
